url,prompt,output
https://www.yesdelft.com/startups/somnox-2/,Industries,"MedTech, Robotics, Social Tech"
https://www.yesdelft.com/startups/somnox-2/,Organization Name,Somnox.
https://www.yesdelft.com/startups/ans-delft/,Description,"Ans Exam is an online learning platform that helps teachers provide better feedback to their students, reducing administrative work and increasing students' learning performance."
https://www.yesdelft.com/startups/ans-delft/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, Innocubes, Startup Challenges, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, online learning platform, Ans Exam, feedback, teachers, students, learning performance, administration, team, higher education."
https://www.yesdelft.com/startups/ans-delft/,Industries,"Social Tech, Artificial Intelligence, EdTech"
https://www.yesdelft.com/startups/ans-delft/,Organization Name,The name of the organization is ANS EXAM.
https://flysilverwing.com/,Description,"Silverwing is a team of 35 engineering students from TU Delft who have designed, developed and tested an electric personal flying device, and won Phase I and II of the Boeing GoFly competition with the aim of inspiring the future of personal flight."
https://flysilverwing.com/,Keywords,"Safe and Reliable Personal Flight, Silverwing, engineering, electric personal flying device, Boeing GoFly competition, state of the art, flight technology, partnerships, future of personal flight, news outlets."
https://flysilverwing.com/,Industries,"There is only one relevant industry involved in this company, which is the aviation industry."
https://flysilverwing.com/,Organization Name,Silverwing.
https://www.yesdelft.com/startups/delft-dynamics/,Description,Delft Dynamics specializes in building small unmanned helicopters for aerial sensor-platforms that can be used for emergency services due to their quick deployment capability and easy control.
https://www.yesdelft.com/startups/delft-dynamics/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, startup jobs, funded, ecosystem, Innocubes, startup challenges, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, online info session, events, mentors, partners, investors, Rotterdam, The Hague, Delft, team, aviation, robotics, Delft Dynamics, small unmanned helicopters, aerial sensor-platforms, computer technology, sensor technology, photos, video cameras, emergency services, potentially dangerous situations."
https://www.yesdelft.com/startups/delft-dynamics/,Industries,"Aviation, Robotics, Social Tech, Artificial Intelligence, Blockchain, Deep Tech, Clean Tech, Medtech."
https://www.yesdelft.com/startups/delft-dynamics/,Organization Name,The name of the organization is Delft Dynamics B.V.
https://www.yesdelft.com/dental-robotics/,Description,Dental Robotics is a startup based in YES!Delft that is developing an automated toothbrush for the elderly.
https://www.yesdelft.com/dental-robotics/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, ECOSYSTEM, Innocubes, Startup Challenges, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, MedTech, Robotics, Founders, Joppe van Dijk, Daan Domhof, website, dentalrobotics.nl."
https://www.yesdelft.com/dental-robotics/,Industries,"MedTech, Robotics."
https://www.yesdelft.com/dental-robotics/,Organization Name,Dental Robotics.
https://www.yesdelft.com/startups/tribess/,Description,"TRIBESS is an AI startup based in YES!Delft incubator, providing services and programs in the focus area of Artificial Intelligence."
https://www.yesdelft.com/startups/tribess/,Keywords,"YES!Delft, Services, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, TEAM, Apply Now, AI, RELATED STARTUP, newsletter, Get in touch, Privacy Policy, Cookie Policy, Terms and Conditions, InnocubesSitemapLinks."
https://www.yesdelft.com/startups/tribess/,Industries,"Social Tech, Artificial Intelligence, Blockchain, Deep Tech, Aviation, Clean Tech, MedTech, Robotics."
https://www.yesdelft.com/startups/tribess/,Organization Name,The name of the organization is TRIBESS.
https://www.yesdelft.com/startups/ke-works/,Description,"KE-WORKS is a startup that focuses on aviation and artificial intelligence and is affiliated with YES!Delft, offering a range of services and programs for startups in various industries."
https://www.yesdelft.com/startups/ke-works/,Keywords,"YES!Delft, KE-WORKS, Validation Lab, Accelerator program, Co-Lab, startup jobs, funding, ecosystem, Innocubes, startup challenges, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, community, online info session, events, mentors, partners, investors, Rotterdam, The Hague, Delft, aviationAI."
https://www.yesdelft.com/startups/ke-works/,Industries,"Aviation, AI"
https://www.yesdelft.com/startups/ke-works/,Organization Name,KE-WORKS.
https://www.yesdelft.com/startups/solar-swing/,Description,"Solar Swing is a startup that develops solar control systems to optimize daylight and solar heat gains for buildings and their occupants, and specializes in solar tracking and control software for shading systems."
https://www.yesdelft.com/startups/solar-swing/,Keywords,"YES!Delft, Services, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, Complex Tech, Sam Kin, Koen van Hees, website, solar control systems, daylight transmission, solar heat gain, Kindow, Wellsun, FourC, solar tracking, shading systems, building performance, computer models."
https://www.yesdelft.com/startups/solar-swing/,Industries,"solar control systems, energy efficiency, indoor comfort, shading systems."
https://www.yesdelft.com/startups/solar-swing/,Organization Name,"The name of the organization is ""Solar Swing""."
https://www.teamepoch.net/,Description,"Team Epoch is a Dream Team of entrepreneurial students in artificial intelligence (AI) from Delft University of Technology, competing in various AI competitions and offering resources to students who want to develop their skills in AI."
https://www.teamepoch.net/,Keywords,"Team Epoch, AI, competitions, students, recruitment, BioMassters competition, satellite images, carbon, forest, achievements, events, emerging technologies, Cloud Expo, AI engineers, World Summit AI, AGTechFest."
https://www.teamepoch.net/,Industries,"Artificial Intelligence, Emerging Technologies, Cloud Computing"
https://www.teamepoch.net/,Organization Name,Team Epoch.
https://www.yesdelft.com/startups/bitnomica/,Description,"BITNOMICA is a startup incubator and accelerator program with a focus on complex technologies in industries such as social tech, AI, blockchain, aviation, clean tech, medtech, and robotics, offering a range of services, startup jobs, and funding opportunities, as well as hosting events, providing mentors and partnerships, and located in Rotterdam, The Hague, and Delft."
https://www.yesdelft.com/startups/bitnomica/,Keywords,"BITNOMICA, YES!Delft, Services, YES!PROGRAMS, Validation Lab, Accelerator program, YES!TALENTS, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Contact US, FAQs, About us, TEAM, Apply Now, Focus area, Complex Tech."
https://www.yesdelft.com/startups/bitnomica/,Industries,"ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, SOCIAL TECH, DEEP TECH."
https://www.yesdelft.com/startups/bitnomica/,Organization Name,"The name of the organization is ""YES!Delft""."
https://www.yesdelft.com/startups/conference-compass/,Description,Conference Compass is a company that develops mobile apps used by conference attendees to customize and optimize their conference experience.
https://www.yesdelft.com/startups/conference-compass/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Complex Tech, Conference Compass, attendees, platform, customizable programs, searchable indexes, people, topics, exhibitors."
https://www.yesdelft.com/startups/conference-compass/,Industries,"social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics."
https://www.yesdelft.com/startups/conference-compass/,Organization Name,The name of the organization is Conference Compass.
https://www.yesdelft.com/startups/parkbee/,Description,"ParkBee is a technology company that opens up private parking locations through an app, enabling the sharing economy and making it easier and cheaper to park in major cities."
https://www.yesdelft.com/startups/parkbee/,Keywords,"ParkBee, parking problems, private parking garages, smart technology, parking app providers, sharing economy, vacant parking locations."
https://www.yesdelft.com/startups/parkbee/,Industries,"smart technology, parking, sharing economy, transportation."
https://www.yesdelft.com/startups/parkbee/,Organization Name,The name of the organization is ParkBee.
https://www.yesdelft.com/startups/jacksavior/,Description,"JackSavior is a startup that designs a new type of audio jack plug for headsets, which is smaller, more flexible, and stronger."
https://www.yesdelft.com/startups/jacksavior/,Keywords,"YES!Delft, Services, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, Complex Tech, Bouwy van Sambeek, Website, jacksavior.com."
https://www.yesdelft.com/startups/jacksavior/,Industries,"There are no specific industries mentioned in the text, but some possible related industries based on the keywords are: technology, electronics, engineering, and manufacturing."
https://www.yesdelft.com/startups/jacksavior/,Organization Name,JACKSAVIOR.
https://www.yesdelft.com/startups/delft-circuits/,Description,"Delft Circuits specializes in cryogenic circuit technologies for scientific instrumentation, quantum computing, astronomy and more, designing and building custom engineered circuits and cryogenic instrumentation using novel lithographic techniques on flexible substrates."
https://www.yesdelft.com/startups/delft-circuits/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, cryogenic circuit technologies, scientific instrumentation, quantum computing, lithographic techniques, custom engineered circuits, cryogenic instrumentation."
https://www.yesdelft.com/startups/delft-circuits/,Industries,"scientific instrumentation, quantum computing, astronomy"
https://www.yesdelft.com/startups/delft-circuits/,Organization Name,"The name of the organization is ""Delft Circuits""."
https://www.yesdelft.com/diwama/,Description,Diwama provides image recognition technology to enable waste management accessibility and affordability while bridging the technology gap between developing and developed countries through the use of AI and data.
https://www.yesdelft.com/diwama/,Keywords,"DIWAMA, YES!Delft, Services, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, AI, Clean Tech, image recognition, waste types, waste value chain, big data, waste management, technology gap, developing countries, developed countries, data."
https://www.yesdelft.com/diwama/,Industries,"AI, Clean Tech."
https://www.yesdelft.com/diwama/,Organization Name,DIWAMA.
https://kabeldistrict.nl/werken/kd-lab/,Description,"KD Lab is a makerspace and high-tech work space for start-ups and scale-ups located in Kabeldistrict, offering a unique place for innovation and collaboration between like-minded high-tech entrepreneurs."
https://kabeldistrict.nl/werken/kd-lab/,Keywords,"KD Lab, Kabeldistrict, high tech ondernemers, makerspace, start-up, fabriekshallen, productie, innovatieve bedrijven, gemeenschappelijke keuken, vergaderruimtes, samenwerking, units, huur, servicekosten, circulair, bedrijfsruimte, verhuurteam, street art, broedplaats, wonen, bestemmingsplan, Delft, TU, kennis- en techhub."
https://kabeldistrict.nl/werken/kd-lab/,Industries,"High-tech, engineering, energy, biotechnology, chemistry, mynning, recycling."
https://kabeldistrict.nl/werken/kd-lab/,Organization Name,Kabeldistrict.
https://www.yesdelft.com/startups/solar-works/,Description,"YES!Delft is a startup incubator that offers a range of programs and services to startups in various focus areas, including Clean Tech, with SOLAR WORKS being a featured startup on their website."
https://www.yesdelft.com/startups/solar-works/,Keywords,"SOLAR WORKS, YES!Delft, YES!PROGRAMS, Validation Lab, Accelerator program, YES!TALENTS, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Clean Tech, Founders, Arnoud de Vroomen, Bernard Hulshof, Website, http://www.solar-works.nl."
https://www.yesdelft.com/startups/solar-works/,Industries,"social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics."
https://www.yesdelft.com/startups/solar-works/,Organization Name,The name of the organization is Solar Works.
https://www.yesdelft.com/startups/aqysta/,Description,"AQYSTA has developed a hydropowered irrigation pump that is propelled solely by the water flow of rivers or irrigation canals, which results in major cost savings for the end user and has been successfully launched in multiple countries."
https://www.yesdelft.com/startups/aqysta/,Keywords,"AQYSTA, YES!Delft, Validation Lab Accelerator program, Co-Lab STARTUP JOBS, Community, Clean Tech, hydropowered irrigation pump, Barsha pump, cost savings, end user, Lennart Budelmann, Pratap Thapa, Fred Henny, website."
https://www.yesdelft.com/startups/aqysta/,Industries,"Hydropower, irrigation, clean tech."
https://www.yesdelft.com/startups/aqysta/,Organization Name,The name of the organization is AQYSTA.
https://www.yesdelft.com/craytive-technologies/,Description,"Craytive Technologies is a software development company with 25 years of experience in 3D geological reservoir modeling, providing cloud solutions and mixed reality experiences to optimize remote operational workflows."
https://www.yesdelft.com/craytive-technologies/,Keywords,"Craytive Technologies, YES!Delft, Services, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, Innocubes Startup Challenges, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Founders, Raymond Pols, John van der Vlies, Website, cloud solutions, mixed reality experiences, remote operational workflows, tablet, mobile apps, cloud based infrastructures, desktop applications, Microsoft HoloLens, Augmented Reality, 3D Geological Reservoir Modeling, Oil and Gas Industry, 3D modeling processes, team collaboration."
https://www.yesdelft.com/craytive-technologies/,Industries,"Oil and Gas, Software Development, Cloud Solutions, Mixed Reality, Tablet and Mobile Apps, Cloud-Based Infrastructures, Desktop Applications."
https://www.yesdelft.com/craytive-technologies/,Organization Name,Craytive Technologies.
https://www.yesdelft.com/fairm/,Description,FAIRM is a Dutch startup that creates natural and low-impact building materials based on biotechnology for the construction industry.
https://www.yesdelft.com/fairm/,Keywords,"FAIRM, YES!Delft, Services, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, TEAM, Focus area, Bio Tech, Clean Tech, Founders, Marc Postel, Joost Vette, Website, low-impact building materials, biotechnology, low impact, circular building products."
https://www.yesdelft.com/fairm/,Industries,"Bio Tech, Clean Tech."
https://www.yesdelft.com/fairm/,Organization Name,FAIRM.
https://www.yesdelft.com/upatch/,Description,"uPATCH is a MedTech startup that develops microneedle applicators and provides custom R&D and quality research tools for sample extraction, drug delivery, and vaccine administration via the skin."
https://www.yesdelft.com/upatch/,Keywords,"uPATCH, microneedle, medical innovations, R&D, quality research tools, extract samples, deliver drugs, administer vaccines, MedTech, YES!Delft, Startup Challenges, MedTech, Founders, Bart Van Oorschot, Rotterdam, The Hague, Delft, community, mentors, partners, investors."
https://www.yesdelft.com/upatch/,Industries,MedTech
https://www.yesdelft.com/upatch/,Organization Name,"The name of the organization is ""uPATCH""."
https://www.yesdelft.com/vemble/,Description,Vemble is an AI-based platform that helps users to easily memorize important content and refresh their memory when needed.
https://www.yesdelft.com/vemble/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, startup jobs, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, online info session, startup challenges, news, startups, mentors, partners, investors, Rotterdam, The Hague, Delft, AI, John Beckett, Vemble, memorize, learn cards, create content, private, share."
https://www.yesdelft.com/vemble/,Industries,"AI, edtech"
https://www.yesdelft.com/vemble/,Organization Name,The name of the organization is Vemble.
https://aerodelft.nl/,Description,AeroDelft is a student team with the goal of developing the world's first manned liquid hydrogen-powered aircraft to prove that emission-free aviation is possible and promote liquid hydrogen as an alternative to conventional aviation fuel.
https://aerodelft.nl/,Keywords,"AeroDelft, Project Phoenix, emission-free aviation, liquid hydrogen, sustainable aviation, aviation industry, CO2 emissions, prototype, potent fuel source, partnerships, sustainability, clean skies, student team."
https://aerodelft.nl/,Industries,"aviation, sustainable aviation, hydrogen fuel"
https://aerodelft.nl/,Organization Name,The name of the organization is AeroDelft.
https://www.yesdelft.com/startups/qlayers/,Description,"QLAYERS is a startup that develops an automated coating head for applying functional coatings on large surfaces, aimed at reducing CO2 emissions and increasing energy efficiency in various industries, including clean tech, aviation, and medtech."
https://www.yesdelft.com/startups/qlayers/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, startup jobs, Innocubes, Focus Areas, social tech, artificial intelligence, blockchain, deep tech, aviation, clean tech, medtech, robotics, community, online info session, events, startup challenges, news, startups, mentors, partners, investors, Rotterdam, The Hague, Delft, Clean Tech, Qlayers, coating head, functional coatings, drag reducing sharkskin, CO2 emissions, energy efficiency, sustainable transport, wind turbines, automation, controlled environment, Slash100."
https://www.yesdelft.com/startups/qlayers/,Industries,"clean tech, medtech, robotics, aviation"
https://www.yesdelft.com/startups/qlayers/,Organization Name,The name of the organization is QLAYERS.
https://www.yesdelft.com/agridata-innovations/,Description,"AgriData Innovations is an agritech firm specializing in bridging biology and technology, offering data collection platforms for greenhouses and focusing on creating addressable data for growers and farmers."
https://www.yesdelft.com/agridata-innovations/,Keywords,"YES!Delft, Services, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, Robotics, AgriData Innovations, biology, technology, data collection platforms, Eye in the Sky, Dutch greenhouses, data analysis, addressable data, growers, farmers, agri-data revolution."
https://www.yesdelft.com/agridata-innovations/,Industries,"agritech, data analysis, data collection, biotechnology."
https://www.yesdelft.com/agridata-innovations/,Organization Name,AgriData Innovations.
https://www.yesdelft.com/startups/momo-medical/,Description,"MOMO MEDICAL is a MedTech and Social Tech startup that provides nurses with an overview of all their residents during the evening and night, allowing caregivers to work more effectively and ensure a comfortable and safe night for all residents."
https://www.yesdelft.com/startups/momo-medical/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, Innocubes, Startup Challenges, Social Tech, Artificial Intelligence, Blockchain, Deep Tech, Aviation, Clean Tech, MedTech, Robotics, Community, Info session, Events, Startups, Mentors, Partners, Investors, MedTech, Social Tech, Menno Gravemaker, Momo BedSense App, caregivers, residents, memory care community."
https://www.yesdelft.com/startups/momo-medical/,Industries,"MedTech, Social Tech."
https://www.yesdelft.com/startups/momo-medical/,Organization Name,"!
Too many requests in 1 hour. Try again later."
https://www.yesdelft.com/sit-heat/,Description,"I'm sorry, but I don't see any information or context provided about a specific business to summarize. Please provide more details or information."
https://www.yesdelft.com/sit-heat/,Keywords,"Sit & Heat
YES!Delft
Services
YES!PROGRAMS
Validation Lab
Accelerator program
YES!TALENTS
Co-Lab
STARTUP JOBS
YES!FUNDED
YES!ECOSYSTEM
Innocubes Startup Challenges
Focus Areas: SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS
Community
ONLINE INFO SESSION
EVENTS
STARTUP CHALLENGES
NEWS
STARTUPS
MENTORS
PARTNERS
INVESTORS
Locations: Rotterdam, The Hague, Delft
Contact US
FAQs
About us
TEAM
Focus area: Complex Tech
Founder: Jorg Rijkschroeff
Website: https://www.sitandheat.com/"
https://www.yesdelft.com/sit-heat/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS."
https://www.yesdelft.com/sit-heat/,Organization Name,YES!Delft.
https://www.yesdelft.com/startups/tocano/,Description,Tocano is a stealth startup spun off from the Delft University of Technology that is developing inkless printers to revolutionize the printing industry and eliminate the need for expensive consumables and coatings.
https://www.yesdelft.com/startups/tocano/,Keywords,"Inkless by TOCANO
YES!Delft
Services
YES!PROGRAMS
Validation Lab
Accelerator program
YES!TALENTS
Co-Lab
STARTUP JOBS
YES!FUNDED
YES!ECOSYSTEM
Innocubes Startup Challenges
Focus Areas: SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS
Community
ONLINE INFO SESSION
EVENTS
STARTUP CHALLENGES
NEWS
STARTUPS
MENTORS
PARTNERS
INVESTORS
Locations: Rotterdam, The Hague, Delft
Contact US
FAQs
About us
TEAM
Focus area: Complex Tech
Founders: Arnaud van der Veen (CEO), Ven Chandrasekar (CTO)
Website: http://www.tocano.nl
Inkless printers
Consumables
Coatings
Printing industry
Substrates
Black and white printing
Coding & Marking
Packaging & Labeling
Digital Presses
Office Printers
Consumer Printers"
https://www.yesdelft.com/startups/tocano/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, printing industry, Coding & Marking, Packaging & Labeling, Digital Presses, Office Printers, Consumer Printers."
https://www.yesdelft.com/startups/tocano/,Organization Name,The name of the organization is Tocano.
https://www.yesdelft.com/qblox/,Description,"QBlox is a startup involved in complex technology and offers a range of services and programs, located in YES!Delft incubator."
https://www.yesdelft.com/qblox/,Keywords,"YES!Delft, QBlox, Validation Lab Accelerator program, Co-Lab, STARTUP JOBS, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, website, Jules van Oven."
https://www.yesdelft.com/qblox/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS."
https://www.yesdelft.com/qblox/,Organization Name,QBlox.
https://www.yesdelft.com/startups/aanmelder/,Description,"Aanmelder.nl provides an online platform that simplifies the registration process and management of events, workshops, and conferences."
https://www.yesdelft.com/startups/aanmelder/,Keywords,"YES!Delft, Validation Lab, Accelerator program, Co-Lab, STARTUP JOBS, FUNDED, ECOSYSTEM, Innocubes Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Rotterdam, The Hague, Delft, Complex Tech, Aanmelder.nl, workshop, event, conference, participant registration, online, payments, fees, reminders, evaluations, surveys, event website, social media solutions."
https://www.yesdelft.com/startups/aanmelder/,Industries,"event management, technology, software, online services"
https://www.yesdelft.com/startups/aanmelder/,Organization Name,Aanmelder.nl.
https://www.facebook.com/HPTDelft,Description,"This is not a complete website and doesn't provide enough information to summarize the business. It appears to be the title or heading of a web page or website, but there is no additional content to work with."
https://www.facebook.com/HPTDelft,Keywords,"Keywords: Human Power Team, Delft, Amsterdam."
https://www.facebook.com/HPTDelft,Industries,There is not enough information in the text to determine the industries involved in the company.
https://www.yesdelft.com/startups/synano/,Description,"SYNANO is a startup accelerator program that focuses on complex tech, with a range of focus areas including social tech, AI, blockchain, and robotics, and provides services such as mentorship, funding, and startup challenges, with locations in Rotterdam, The Hague, and Delft."
https://www.yesdelft.com/startups/synano/,Keywords,"SYNANO, YES!Delft, Services, Validation Lab, Accelerator program, YES!TALENTS, Co-Lab, STARTUP JOBS, YES!FUNDED, YES!ECOSYSTEM, Innocubes, Startup Challenges, Focus Areas, SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS, Community, ONLINE INFO SESSION, EVENTS, STARTUP CHALLENGES, NEWS, STARTUPS, MENTORS, PARTNERS, INVESTORS, Locations, Rotterdam, The Hague, Delft, TEAM, Complex Tech, Founders, Sana Fateh, Marina Belitskaya, Website, nano fluid coolant, high power electronics, Subscribe, tour, incubator, Privacy Policy, Cookie Policy, Terms and Conditions, Sitemap, Links."
https://www.yesdelft.com/startups/synano/,Industries,"SOCIAL TECH, ARTIFICIAL INTELLIGENCE, BLOCKCHAIN, DEEP TECH, AVIATION, CLEAN TECH, MEDTECH, ROBOTICS."
https://www.yesdelft.com/startups/synano/,Organization Name,SYNANO.
https://www.yesdelft.com/startups/zorgkeuzelab/,Description,"ZORGKEUZELAB is a startup accelerator program that specializes in developing and implementing an interactive decision aid platform for MedTech, to support shared decision making between patients and their healthcare professionals, with a focus on better-informed patients, higher patient satisfaction, and a reduction of decisional conflict."
